,date,region,area,place,日最低気温0℃未満日数(日),日平均気温25℃以上日数(日),日最高気温25℃以上日数(日),最高気温(℃),最深積雪(cm),日最低気温25℃以上日数(日),日照時間(時間),日最低気温の平均(℃),日最高気温の平均(℃),日平均気温0℃未満日数(日),最低気温(℃),日照時間0.1時間未満日数(日),降水量の合計(mm),日最高気温0℃未満日数(日),日降水量の最大(mm),平均気温(℃),降雪量合計(cm)
4076,2015-06-01,中部,三重,四日市,0.0,0.0,17.0,30.4,,0.0,117.5,17.3,24.9,0.0,13.0,8.0,360.5,0.0,127.0,20.9,
4077,2015-07-01,中部,三重,四日市,0.0,19.0,26.0,36.2,,1.0,143.8,22.2,29.3,0.0,17.9,8.0,257.5,0.0,60.0,25.3,
4078,2015-08-01,中部,三重,四日市,0.0,24.0,31.0,35.6,,5.0,175.1,23.0,31.3,0.0,20.2,3.0,420.0,0.0,140.5,26.7,
4079,2015-09-01,中部,三重,四日市,0.0,1.0,23.0,30.0,,0.0,148.2,18.0,26.5,0.0,12.5,6.0,275.0,0.0,81.0,21.8,
4080,2015-10-01,中部,三重,四日市,0.0,0.0,5.0,26.3,,0.0,211.2,11.6,22.8,0.0,6.7,3.0,46.5,0.0,23.0,17.0,
4081,2015-11-01,中部,三重,四日市,0.0,0.0,0.0,22.7,,0.0,117.1,9.5,17.9,0.0,2.1,6.0,126.0,0.0,27.0,13.4,
4082,2015-12-01,中部,三重,四日市,2.0,0.0,0.0,21.9,,0.0,156.5,3.9,13.5,0.0,-2.0,2.0,98.5,0.0,36.0,8.6,
4083,2016-01-01,中部,三重,四日市,15.0,0.0,0.0,16.8,,0.0,159.6,0.5,10.1,2.0,-4.5,2.0,66.5,0.0,32.5,5.0,
4084,2016-02-01,中部,三重,四日市,13.0,0.0,0.0,22.0,,0.0,169.8,0.8,11.1,0.0,-3.9,4.0,48.5,0.0,17.5,5.7,
4085,2016-03-01,中部,三重,四日市,7.0,0.0,0.0,21.2,,0.0,211.9,3.8,15.0,0.0,-1.4,2.0,81.5,0.0,27.0,9.3,
4086,2016-04-01,中部,三重,四日市,0.0,0.0,1.0,29.2,,0.0,166.0,9.8,19.8,0.0,0.9,8.0,263.5,0.0,62.5,14.8,
4087,2016-05-01,中部,三重,四日市,0.0,0.0,14.0,29.5,,0.0,208.9,14.6,24.3,0.0,10.2,6.0,170.5,0.0,29.5,19.1,
4088,2016-06-01,中部,三重,四日市,0.0,0.0,17.0,30.3,,0.0,131.1,18.1,26.0,0.0,9.8,8.0,361.5,0.0,49.0,21.6,
4089,2016-07-01,中部,三重,四日市,0.0,21.0,29.0,34.4,,0.0,185.1,22.0,30.1,0.0,19.8,4.0,216.5,0.0,98.0,25.7,
4090,2016-08-01,中部,三重,四日市,0.0,28.0,31.0,37.3,,7.0,241.9,23.4,32.6,0.0,17.7,0.0,134.0,0.0,64.5,27.4,
4091,2016-09-01,中部,三重,四日市,0.0,8.0,25.0,31.4,,0.0,96.0,21.1,27.9,0.0,15.0,5.0,487.0,0.0,184.0,24.0,
4092,2016-10-01,中部,三重,四日市,0.0,0.0,8.0,28.6,,0.0,116.9,13.9,23.0,0.0,6.8,5.0,116.5,0.0,40.5,18.4,
4093,2016-11-01,中部,三重,四日市,0.0,0.0,0.0,23.0,,0.0,138.4,7.3,16.7,0.0,2.0,4.0,77.5,0.0,20.5,11.8,
4094,2016-12-01,中部,三重,四日市,7.0,0.0,0.0,18.0,,0.0,166.7,2.8,12.7,0.0,-2.4,2.0,82.0,0.0,34.5,7.5,
4095,2017-01-01,中部,三重,四日市,19.0,0.0,0.0,14.1,,0.0,158.6,-0.3,8.8,2.0,-3.3,2.0,85.5,0.0,23.0,4.1,
4096,2017-02-01,中部,三重,四日市,14.0,0.0,0.0,13.4,,0.0,154.4,0.1,9.5,0.0,-3.3,2.0,40.5,0.0,12.5,4.5,
4097,2017-03-01,中部,三重,四日市,4.0,0.0,0.0,18.1,,0.0,195.8,2.5,13.0,0.0,-1.5,2.0,94.5,0.0,50.5,7.7,
4098,2017-04-01,中部,三重,四日市,0.0,0.0,0.0,23.6,,0.0,180.0,8.3,19.0,0.0,1.4,3.0,142.5,0.0,43.0,13.6,
4099,2017-05-01,中部,三重,四日市,0.0,0.0,16.0,29.3,,0.0,207.3,13.9,24.5,0.0,7.0,2.0,90.0,0.0,41.0,19.0,
4100,2017-06-01,中部,三重,四日市,0.0,0.0,19.0,32.6,,0.0,212.5,15.9,26.1,0.0,11.1,4.0,194.5,0.0,81.5,21.0,
4101,2017-07-01,中部,三重,四日市,0.0,29.0,31.0,33.7,,7.0,159.7,23.7,31.2,0.0,19.5,3.0,119.5,0.0,36.5,26.7,
4102,2017-08-01,中部,三重,四日市,0.0,29.0,31.0,35.7,,7.0,169.7,23.4,31.4,0.0,18.4,3.0,192.0,0.0,102.5,26.9,
4103,2017-09-01,中部,三重,四日市,0.0,1.0,25.0,30.6,,0.0,152.8,18.1,27.3,0.0,12.7,3.0,124.0,0.0,49.5,22.4,
4104,2017-10-01,中部,三重,四日市,0.0,0.0,5.0,29.0,,0.0,86.2,13.8,20.9,0.0,6.9,11.0,661.0,0.0,276.5,17.1,
4105,2017-11-01,中部,三重,四日市,0.0,0.0,0.0,23.5,,0.0,166.6,5.9,16.0,0.0,1.2,3.0,46.5,0.0,20.5,10.6,
4106,2017-12-01,中部,三重,四日市,10.0,0.0,0.0,14.3,,0.0,156.9,0.8,10.2,0.0,-1.9,2.0,40.5,0.0,36.5,5.2,
4107,2018-01-01,中部,三重,四日市,20.0,0.0,0.0,14.7,,0.0,155.3,-0.9,8.1,4.0,-4.8,3.0,53.0,0.0,26.5,3.3,
4108,2018-02-01,中部,三重,四日市,19.0,0.0,0.0,16.1,,0.0,176.9,-1.1,9.6,0.0,-5.2,1.0,23.5,0.0,18.0,4.0,
4109,2018-03-01,中部,三重,四日市,4.0,0.0,0.0,24.5,,0.0,221.5,3.9,15.9,0.0,-2.5,7.0,189.5,0.0,60.5,10.0,
4110,2018-04-01,中部,三重,四日市,0.0,0.0,4.0,26.7,,0.0,209.8,9.6,20.7,0.0,1.0,2.0,183.0,0.0,40.5,15.2,
4111,2018-05-01,中部,三重,四日市,0.0,0.0,10.0,29.8,,0.0,211.8,13.2,23.3,0.0,5.4,6.0,216.0,0.0,57.0,18.3,
4112,2018-06-01,中部,三重,四日市,0.0,6.0,23.0,31.4,,0.0,180.5,18.0,26.5,0.0,13.4,5.0,278.5,0.0,97.0,22.0,
4113,2018-07-01,中部,三重,四日市,0.0,28.0,31.0,37.7,,10.0,241.2,24.5,32.1,0.0,22.2,3.0,229.0,0.0,68.5,27.7,
4114,2018-08-01,中部,三重,四日市,0.0,28.0,31.0,37.5,,11.0,251.4,23.9,33.0,0.0,17.6,0.0,131.0,0.0,29.5,28.0,
4115,2018-09-01,中部,三重,四日市,0.0,7.0,21.0,32.3,,0.0,89.3,19.5,26.7,0.0,13.7,9.0,433.5,0.0,61.0,22.7,
4116,2018-10-01,中部,三重,四日市,0.0,0.0,7.0,28.3,,0.0,160.1,12.8,22.8,0.0,7.7,3.0,27.0,0.0,8.5,17.5,
4117,2018-11-01,中部,三重,四日市,0.0,0.0,0.0,22.6,,0.0,160.8,8.2,18.2,0.0,2.3,2.0,46.0,0.0,20.0,12.9,
4118,2018-12-01,中部,三重,四日市,8.0,0.0,0.0,18.8,,0.0,106.0,3.1,12.0,0.0,-2.4,3.0,60.5,0.0,9.0,7.4,
4119,2019-01-01,中部,三重,四日市,14.0,0.0,0.0,12.9,,0.0,149.9,0.1,9.3,0.0,-3.8,2.0,22.5,0.0,16.0,4.6,
4120,2019-02-01,中部,三重,四日市,7.0,0.0,0.0,18.7,,0.0,125.5,1.8,11.0,0.0,-3.8,3.0,62.0,0.0,28.5,6.4,
4121,2019-03-01,中部,三重,四日市,4.0,0.0,0.0,20.9,,0.0,169.4,3.9,14.6,0.0,-1.7,3.0,81.5,0.0,41.0,9.1,
4122,2019-04-01,中部,三重,四日市,1.0,0.0,1.0,27.1,,0.0,198.1,7.6,18.5,0.0,-0.6,5.0,143.5,0.0,56.5,13.0,
4123,2019-05-01,中部,三重,四日市,0.0,0.0,12.0,30.9,,0.0,256.4,13.2,24.6,0.0,5.7,4.0,105.5,0.0,60.5,18.8,
4124,2019-06-01,中部,三重,四日市,0.0,3.0,22.0,31.7,,0.0,163.1,17.9,26.4,0.0,14.4,5.0,205.0,0.0,48.0,21.9,
4125,2019-07-01,中部,三重,四日市,0.0,15.0,28.0,34.3,,3.0,97.4,22.2,28.3,0.0,19.5,10.0,402.5,0.0,82.0,24.7,
4126,2019-08-01,中部,三重,四日市,0.0,26.0,31.0,35.8,,16.0,195.9,24.4,31.9,0.0,20.1,3.0,229.5,0.0,47.0,27.4,
4127,2019-09-01,中部,三重,四日市,0.0,16.0,29.0,35.5,,2.0,171.2,21.4,29.9,0.0,14.2,4.0,289.5,0.0,174.0,25.2,
4128,2019-10-01,中部,三重,四日市,0.0,0.0,10.0,29.8,,0.0,131.5,15.7,23.6,0.0,10.5,8.0,315.0,0.0,88.5,19.3,
4129,2019-11-01,中部,三重,四日市,0.0,0.0,0.0,22.5,,0.0,193.8,7.5,18.1,0.0,1.8,3.0,10.0,0.0,5.5,12.6,
4130,2015-01-01,中部,静岡,御前崎,1.0,0.0,0.0,15.6,,0.0,211.2,3.6,10.8,0.0,-0.2,4.0,138.0,0.0,40.0,7.1,
4131,2015-02-01,中部,静岡,御前崎,1.0,0.0,0.0,18.2,,0.0,186.7,3.3,11.1,0.0,-0.4,2.0,77.0,0.0,26.5,7.3,
4132,2015-03-01,中部,静岡,御前崎,0.0,0.0,0.0,19.0,,0.0,223.9,6.8,14.5,0.0,0.3,4.0,261.0,0.0,65.5,10.7,
4133,2015-04-01,中部,静岡,御前崎,0.0,0.0,0.0,21.9,,0.0,135.5,12.1,18.0,0.0,7.6,10.0,150.5,0.0,31.0,14.9,
4134,2015-05-01,中部,静岡,御前崎,0.0,0.0,1.0,27.6,,0.0,223.6,16.4,22.6,0.0,13.6,3.0,118.5,0.0,55.5,19.2,
4135,2015-06-01,中部,静岡,御前崎,0.0,0.0,9.0,27.5,,0.0,135.1,18.4,23.6,0.0,14.2,8.0,289.5,0.0,77.0,20.6,
4136,2015-07-01,中部,静岡,御前崎,0.0,19.0,22.0,31.9,,4.0,176.0,22.6,27.3,0.0,18.3,7.0,459.0,0.0,95.0,24.6,
4137,2015-08-01,中部,静岡,御前崎,0.0,27.0,30.0,32.7,,16.0,208.7,24.8,30.0,0.0,20.4,3.0,281.5,0.0,80.5,27.1,
4138,2015-09-01,中部,静岡,御前崎,0.0,2.0,21.0,29.5,,0.0,150.3,20.8,26.1,0.0,18.1,5.0,599.0,0.0,117.0,23.4,
4139,2015-10-01,中部,静岡,御前崎,0.0,0.0,4.0,26.9,,0.0,220.2,15.9,22.9,0.0,8.8,2.0,68.5,0.0,26.0,19.4,
4140,2015-11-01,中部,静岡,御前崎,0.0,0.0,0.0,23.0,,0.0,134.8,13.3,18.9,0.0,6.6,5.0,234.5,0.0,56.0,16.0,
4141,2015-12-01,中部,静岡,御前崎,0.0,0.0,0.0,22.4,,0.0,176.0,8.3,14.8,0.0,2.8,2.0,107.0,0.0,28.0,11.5,
4142,2016-01-01,中部,静岡,御前崎,3.0,0.0,0.0,15.9,,0.0,205.4,4.2,11.2,0.0,-3.4,3.0,73.0,0.0,47.5,7.5,
4143,2016-02-01,中部,静岡,御前崎,4.0,0.0,0.0,18.5,,0.0,196.5,3.4,12.3,0.0,-0.4,3.0,75.0,0.0,39.5,8.0,
4144,2016-03-01,中部,静岡,御前崎,0.0,0.0,0.0,19.8,,0.0,206.8,7.8,15.1,0.0,1.0,3.0,155.0,0.0,47.0,11.5,
4145,2016-04-01,中部,静岡,御前崎,0.0,0.0,0.0,23.6,,0.0,164.1,13.1,19.5,0.0,9.2,6.0,262.0,0.0,58.5,16.2,
4146,2016-05-01,中部,静岡,御前崎,0.0,0.0,6.0,25.8,,0.0,225.5,16.4,22.7,0.0,13.2,4.0,187.0,0.0,40.5,19.3,
4147,2016-06-01,中部,静岡,御前崎,0.0,0.0,16.0,28.1,,0.0,158.6,19.0,24.8,0.0,15.2,5.0,282.5,0.0,76.5,21.7,
4148,2016-07-01,中部,静岡,御前崎,0.0,16.0,29.0,30.9,,1.0,223.4,22.8,27.9,0.0,19.5,2.0,120.5,0.0,87.0,24.9,
4149,2016-08-01,中部,静岡,御前崎,0.0,31.0,31.0,33.6,,15.0,260.2,24.8,30.6,0.0,20.8,0.0,51.5,0.0,27.5,27.3,
4150,2016-09-01,中部,静岡,御前崎,0.0,20.0,26.0,31.2,,4.0,124.7,23.1,27.9,0.0,20.3,5.0,324.5,0.0,98.0,25.1,
4151,2016-10-01,中部,静岡,御前崎,0.0,0.0,9.0,27.8,,0.0,126.8,18.4,23.5,0.0,13.1,5.0,216.0,0.0,74.0,20.8,
4152,2016-11-01,中部,静岡,御前崎,0.0,0.0,0.0,22.5,,0.0,165.1,11.6,18.3,0.0,6.2,5.0,158.0,0.0,42.0,14.9,
4153,2016-12-01,中部,静岡,御前崎,0.0,0.0,0.0,19.3,,0.0,218.1,6.2,14.5,0.0,1.5,0.0,142.0,0.0,40.0,10.5,
4154,2017-01-01,中部,静岡,御前崎,5.0,0.0,0.0,14.4,,0.0,225.2,3.1,10.8,0.0,-2.3,2.0,23.0,0.0,14.0,6.8,
4155,2017-02-01,中部,静岡,御前崎,2.0,0.0,0.0,17.3,,0.0,214.5,3.1,11.6,0.0,-0.3,1.0,71.0,0.0,38.5,7.3,
4156,2017-03-01,中部,静岡,御前崎,0.0,0.0,0.0,17.5,,0.0,212.0,5.5,13.3,0.0,1.2,3.0,88.5,0.0,29.0,9.4,
4157,2017-04-01,中部,静岡,御前崎,0.0,0.0,0.0,21.6,,0.0,192.3,11.5,17.9,0.0,5.5,3.0,257.5,0.0,128.0,14.7,
4158,2017-05-01,中部,静岡,御前崎,0.0,0.0,2.0,25.4,,0.0,227.0,16.1,22.6,0.0,13.0,3.0,113.0,0.0,44.5,19.0,
4159,2017-06-01,中部,静岡,御前崎,0.0,0.0,10.0,26.6,,0.0,195.2,18.4,24.2,0.0,14.2,2.0,194.0,0.0,109.0,21.0,
4160,2017-07-01,中部,静岡,御前崎,0.0,24.0,31.0,31.6,,8.0,242.2,24.0,29.3,0.0,21.6,0.0,25.0,0.0,16.0,26.1,
4161,2017-08-01,中部,静岡,御前崎,0.0,31.0,31.0,33.1,,17.0,220.2,25.0,30.0,0.0,23.1,2.0,194.5,0.0,39.5,27.1,
4162,2017-09-01,中部,静岡,御前崎,0.0,8.0,29.0,29.9,,0.0,169.6,21.1,27.6,0.0,16.7,1.0,138.0,0.0,33.5,24.2,
4163,2017-10-01,中部,静岡,御前崎,0.0,0.0,9.0,27.3,,0.0,125.4,16.9,22.4,0.0,9.2,12.0,494.0,0.0,124.5,19.6,
4164,2017-11-01,中部,静岡,御前崎,0.0,0.0,0.0,22.6,,0.0,190.3,9.9,17.5,0.0,5.0,3.0,63.5,0.0,33.0,13.9,
4165,2017-12-01,中部,静岡,御前崎,0.0,0.0,0.0,16.3,,0.0,232.2,4.1,11.5,0.0,1.0,1.0,26.0,0.0,16.5,7.7,
4166,2018-01-01,中部,静岡,御前崎,9.0,0.0,0.0,16.4,,0.0,224.1,2.1,9.9,0.0,-2.0,4.0,68.5,0.0,26.5,5.9,
4167,2018-02-01,中部,静岡,御前崎,6.0,0.0,0.0,14.9,,0.0,212.6,2.2,10.4,0.0,-2.0,1.0,25.5,0.0,11.0,6.3,
4168,2018-03-01,中部,静岡,御前崎,0.0,0.0,0.0,21.7,,0.0,205.5,8.7,16.1,0.0,3.5,6.0,197.5,0.0,65.5,12.4,
4169,2018-04-01,中部,静岡,御前崎,0.0,0.0,0.0,23.9,,0.0,225.5,12.7,19.9,0.0,6.1,2.0,165.0,0.0,45.0,16.2,
4170,2018-05-01,中部,静岡,御前崎,0.0,0.0,2.0,25.6,,0.0,204.6,16.1,22.4,0.0,10.6,5.0,285.0,0.0,90.5,19.1,
4171,2018-06-01,中部,静岡,御前崎,0.0,2.0,17.0,29.5,,0.0,181.4,19.7,25.2,0.0,16.1,5.0,343.5,0.0,133.5,22.1,
4172,2018-07-01,中部,静岡,御前崎,0.0,30.0,31.0,32.7,,15.0,255.8,25.0,30.4,0.0,22.1,1.0,95.5,0.0,55.0,27.2,
4173,2018-08-01,中部,静岡,御前崎,0.0,29.0,31.0,33.7,,26.0,270.2,25.6,31.2,0.0,21.3,0.0,52.5,0.0,15.5,27.9,
4174,2018-09-01,中部,静岡,御前崎,0.0,12.0,21.0,30.8,,2.0,125.4,21.6,27.0,0.0,17.9,6.0,454.0,0.0,95.5,24.2,
4175,2018-10-01,中部,静岡,御前崎,0.0,1.0,9.0,28.6,,0.0,169.1,17.3,23.5,0.0,12.5,2.0,120.5,0.0,59.5,20.2,
4176,2018-11-01,中部,静岡,御前崎,0.0,0.0,0.0,24.5,,0.0,170.2,13.4,19.2,0.0,7.1,2.0,60.0,0.0,33.5,16.2,
4177,2018-12-01,中部,静岡,御前崎,0.0,0.0,0.0,22.4,,0.0,164.5,7.6,14.1,0.0,0.8,3.0,115.0,0.0,29.5,10.7,
4178,2019-01-01,中部,静岡,御前崎,0.0,0.0,0.0,13.9,,0.0,219.1,3.9,11.5,0.0,0.3,2.0,19.0,0.0,11.5,7.5,
4179,2019-02-01,中部,静岡,御前崎,0.0,0.0,0.0,19.2,,0.0,156.1,6.3,13.0,0.0,1.3,4.0,97.5,0.0,23.5,9.7,
4180,2019-03-01,中部,静岡,御前崎,0.0,0.0,0.0,21.4,,0.0,198.7,7.5,15.6,0.0,2.9,1.0,60.5,0.0,18.0,11.7,
4181,2019-04-01,中部,静岡,御前崎,0.0,0.0,0.0,23.1,,0.0,238.6,10.8,18.2,0.0,3.6,5.0,217.5,0.0,65.5,14.6,
4182,2019-05-01,中部,静岡,御前崎,0.0,0.0,4.0,26.5,,0.0,240.0,16.4,23.0,0.0,12.7,2.0,184.0,0.0,89.5,19.4,
4183,2019-06-01,中部,静岡,御前崎,0.0,1.0,17.0,28.8,,0.0,172.4,19.7,25.1,0.0,16.5,6.0,450.5,0.0,150.0,22.1,
4184,2019-07-01,中部,静岡,御前崎,0.0,13.0,21.0,30.6,,6.0,105.8,22.7,26.7,0.0,18.4,7.0,461.5,0.0,61.5,24.5,
4185,2019-08-01,中部,静岡,御前崎,0.0,31.0,31.0,32.6,,23.0,230.5,25.7,30.6,0.0,22.7,0.0,158.5,0.0,120.0,27.7,
4186,2019-09-01,中部,静岡,御前崎,0.0,18.0,30.0,31.5,,8.0,213.4,23.7,28.9,0.0,20.5,2.0,82.0,0.0,45.0,26.1,
4187,2019-10-01,中部,静岡,御前崎,0.0,5.0,13.0,29.2,,0.0,121.7,18.9,24.2,0.0,13.0,7.0,482.5,0.0,281.5,21.5,
4188,2019-11-01,中部,静岡,御前崎,0.0,0.0,0.0,23.9,,0.0,175.2,12.3,19.3,0.0,3.1,3.0,128.5,0.0,43.5,15.8,
4189,2015-01-01,北陸,富山,富山,13.0,0.0,0.0,13.5,48.0,0.0,59.3,0.1,6.0,1.0,-2.4,10.0,264.5,0.0,27.5,2.8,102.0
4190,2015-02-01,北陸,富山,富山,12.0,0.0,0.0,18.5,52.0,0.0,78.1,0.5,7.6,3.0,-3.3,6.0,145.0,1.0,32.0,3.8,75.0
4191,2015-03-01,北陸,富山,富山,4.0,0.0,1.0,25.4,16.0,0.0,141.8,2.7,12.0,0.0,-1.6,3.0,184.5,0.0,34.5,7.0,29.0
4192,2015-04-01,北陸,富山,富山,0.0,0.0,6.0,29.7,0.0,0.0,163.4,8.6,18.1,0.0,3.8,7.0,185.5,0.0,39.0,13.2,0.0
4193,2015-05-01,北陸,富山,富山,0.0,0.0,21.0,31.2,0.0,0.0,266.8,14.0,25.8,0.0,8.9,2.0,85.5,0.0,34.0,19.6,0.0
4194,2015-06-01,北陸,富山,富山,0.0,0.0,20.0,31.5,0.0,0.0,165.3,17.6,25.8,0.0,12.6,5.0,114.0,0.0,26.0,21.4,0.0
4195,2015-07-01,北陸,富山,富山,0.0,17.0,27.0,36.7,0.0,1.0,189.7,22.0,30.2,0.0,17.5,6.0,184.5,0.0,59.0,25.8,0.0
4196,2015-08-01,北陸,富山,富山,0.0,25.0,30.0,35.7,0.0,5.0,177.3,23.3,30.6,0.0,20.6,2.0,165.5,0.0,60.5,26.7,0.0
4197,2015-09-01,北陸,富山,富山,0.0,0.0,14.0,31.5,0.0,0.0,128.3,18.1,25.3,0.0,13.1,6.0,200.0,0.0,33.0,21.3,0.0
4198,2015-10-01,北陸,富山,富山,0.0,0.0,5.0,26.8,0.0,0.0,186.3,11.6,21.5,0.0,6.3,1.0,88.5,0.0,32.5,16.3,0.0
4199,2015-11-01,北陸,富山,富山,0.0,0.0,0.0,23.9,0.0,0.0,79.9,9.4,16.5,0.0,3.2,12.0,222.5,0.0,26.0,12.7,0.0
4200,2015-12-01,北陸,富山,富山,0.0,0.0,0.0,17.8,0.0,0.0,79.3,3.7,11.1,0.0,0.6,8.0,300.5,0.0,72.0,7.3,0.0
4201,2016-01-01,北陸,富山,富山,11.0,0.0,0.0,16.7,51.0,0.0,51.7,1.2,7.2,2.0,-3.9,6.0,288.5,0.0,35.0,3.8,82.0
4202,2016-02-01,北陸,富山,富山,12.0,0.0,0.0,18.2,8.0,0.0,94.2,1.0,8.8,0.0,-2.8,8.0,214.0,0.0,29.0,4.5,41.0
4203,2016-03-01,北陸,富山,富山,2.0,0.0,0.0,23.0,13.0,0.0,149.6,3.6,13.0,1.0,-1.4,4.0,65.5,0.0,17.0,8.0,9.0
4204,2016-04-01,北陸,富山,富山,0.0,0.0,1.0,28.5,0.0,0.0,188.3,9.0,19.4,0.0,2.2,3.0,162.5,0.0,50.0,13.9,0.0
4205,2016-05-01,北陸,富山,富山,0.0,0.0,15.0,30.6,0.0,0.0,213.9,13.7,24.4,0.0,10.1,2.0,74.5,0.0,24.0,18.9,0.0
4206,2016-06-01,北陸,富山,富山,0.0,3.0,21.0,30.7,0.0,0.0,169.3,18.4,26.6,0.0,11.4,2.0,148.0,0.0,32.0,22.2,0.0
4207,2016-07-01,北陸,富山,富山,0.0,21.0,31.0,36.1,0.0,1.0,172.8,22.5,30.4,0.0,19.9,2.0,320.5,0.0,103.5,26.0,0.0
4208,2016-08-01,北陸,富山,富山,0.0,28.0,30.0,35.0,0.0,8.0,224.6,23.5,31.3,0.0,19.7,0.0,121.5,0.0,36.0,27.1,0.0
4209,2016-09-01,北陸,富山,富山,0.0,8.0,20.0,34.1,0.0,0.0,106.0,20.2,26.8,0.0,14.8,8.0,397.5,0.0,92.0,23.3,0.0
4210,2016-10-01,北陸,富山,富山,0.0,0.0,7.0,30.5,0.0,0.0,125.6,13.4,21.8,0.0,6.6,5.0,157.5,0.0,40.5,17.4,0.0
4211,2016-11-01,北陸,富山,富山,0.0,0.0,0.0,22.7,0.0,0.0,101.6,7.0,15.0,0.0,2.5,4.0,152.0,0.0,17.5,10.7,0.0
4212,2016-12-01,北陸,富山,富山,3.0,0.0,0.0,20.9,11.0,0.0,82.3,3.2,11.3,0.0,-0.9,7.0,233.5,0.0,55.0,7.0,15.0
4213,2017-01-01,北陸,富山,富山,10.0,0.0,0.0,14.2,39.0,0.0,80.0,0.4,6.9,4.0,-3.7,5.0,219.5,0.0,23.0,3.3,89.0
4214,2017-02-01,北陸,富山,富山,15.0,0.0,0.0,16.1,16.0,0.0,82.4,0.2,7.6,0.0,-2.2,6.0,183.0,0.0,47.0,3.6,59.0
4215,2017-03-01,北陸,富山,富山,2.0,0.0,0.0,18.8,9.0,0.0,153.3,2.4,11.7,0.0,-0.3,2.0,108.5,0.0,27.5,6.6,9.0
4216,2017-04-01,北陸,富山,富山,0.0,0.0,3.0,29.1,0.0,0.0,193.0,7.9,18.9,0.0,1.9,3.0,101.5,0.0,30.0,13.4,0.0
4217,2017-05-01,北陸,富山,富山,0.0,1.0,12.0,33.3,0.0,0.0,240.4,13.6,24.4,0.0,6.4,4.0,74.0,0.0,17.0,18.7,0.0
4218,2017-06-01,北陸,富山,富山,0.0,0.0,12.0,29.7,0.0,0.0,201.6,15.4,24.5,0.0,9.8,5.0,103.5,0.0,28.0,19.8,0.0
4219,2017-07-01,北陸,富山,富山,0.0,24.0,31.0,37.3,0.0,1.0,162.4,23.1,31.3,0.0,18.9,5.0,579.0,0.0,148.0,26.8,0.0
4220,2017-08-01,北陸,富山,富山,0.0,28.0,31.0,34.8,0.0,3.0,163.4,23.2,30.8,0.0,19.3,2.0,354.5,0.0,96.0,26.7,0.0
4221,2017-09-01,北陸,富山,富山,0.0,1.0,26.0,31.5,0.0,0.0,178.3,17.8,26.7,0.0,12.6,4.0,176.0,0.0,62.5,22.0,0.0
4222,2017-10-01,北陸,富山,富山,0.0,0.0,4.0,30.4,0.0,0.0,99.2,13.4,20.5,0.0,7.9,13.0,273.0,0.0,61.5,16.6,0.0
4223,2017-11-01,北陸,富山,富山,1.0,0.0,0.0,22.8,0.0,0.0,116.4,5.8,14.5,0.0,-0.3,6.0,202.5,0.0,28.5,10.1,0.0
4224,2017-12-01,北陸,富山,富山,8.0,0.0,0.0,15.5,35.0,0.0,66.4,1.5,8.1,0.0,-0.8,6.0,324.5,0.0,33.0,4.4,77.0
4225,2018-01-01,北陸,富山,富山,16.0,0.0,0.0,11.8,60.0,0.0,62.0,-1.0,5.6,8.0,-5.3,4.0,305.5,1.0,40.0,2.0,171.0
4226,2018-02-01,北陸,富山,富山,21.0,0.0,0.0,11.9,84.0,0.0,113.7,-1.0,5.9,6.0,-3.0,1.0,190.5,0.0,30.5,2.0,182.0
4227,2018-03-01,北陸,富山,富山,3.0,0.0,0.0,24.4,18.0,0.0,179.7,3.8,14.4,0.0,-0.8,8.0,216.5,0.0,33.5,8.7,0.0
4228,2018-04-01,北陸,富山,富山,0.0,0.0,6.0,30.5,0.0,0.0,171.3,8.8,20.2,0.0,2.6,3.0,154.5,0.0,29.5,14.1,0.0
4229,2018-05-01,北陸,富山,富山,0.0,1.0,11.0,32.8,0.0,0.0,173.7,13.2,23.2,0.0,6.2,6.0,186.5,0.0,36.5,17.9,0.0
4230,2018-06-01,北陸,富山,富山,0.0,5.0,19.0,34.9,0.0,0.0,177.1,17.6,26.9,0.0,12.7,4.0,118.5,0.0,64.0,22.0,0.0
4231,2018-07-01,北陸,富山,富山,0.0,27.0,28.0,37.1,0.0,9.0,288.7,23.8,32.8,0.0,19.7,3.0,207.0,0.0,114.5,28.1,0.0
4232,2018-08-01,北陸,富山,富山,0.0,27.0,31.0,39.5,0.0,11.0,204.9,23.8,32.8,0.0,16.5,3.0,316.0,0.0,116.5,27.8,0.0
4233,2018-09-01,北陸,富山,富山,0.0,4.0,19.0,33.5,0.0,0.0,101.4,18.8,26.0,0.0,14.6,8.0,563.5,0.0,98.5,22.0,0.0
4234,2018-10-01,北陸,富山,富山,0.0,1.0,2.0,32.8,0.0,0.0,130.2,13.1,21.6,0.0,8.8,2.0,153.0,0.0,30.5,17.1,0.0
4235,2018-11-01,北陸,富山,富山,0.0,0.0,0.0,24.7,0.0,0.0,134.6,8.5,16.8,0.0,4.4,3.0,120.5,0.0,20.5,12.3,0.0
4236,2018-12-01,北陸,富山,富山,4.0,0.0,0.0,24.8,19.0,0.0,62.2,3.1,10.0,1.0,-1.5,8.0,219.0,0.0,20.5,6.3,32.0
4237,2019-01-01,北陸,富山,富山,8.0,0.0,0.0,12.3,7.0,0.0,82.5,0.5,7.2,0.0,-2.9,3.0,187.5,0.0,22.0,3.4,27.0
