,date,veg,region,price
3397,2017-02-01,さやえんどう,近畿,1095.0
3398,2017-03-01,さやえんどう,近畿,1057.0
3399,2017-04-01,さやえんどう,近畿,1038.0
3400,2017-05-01,さやえんどう,近畿,932.0
3401,2017-06-01,さやえんどう,近畿,1261.0
3402,2017-07-01,さやえんどう,近畿,1068.0
3403,2017-08-01,さやえんどう,近畿,2563.0
3404,2017-09-01,さやえんどう,近畿,2588.0
3405,2017-10-01,さやえんどう,近畿,2183.0
3406,2017-11-01,さやえんどう,近畿,1831.0
3407,2017-12-01,さやえんどう,近畿,1928.0
3408,2018-01-01,さやえんどう,近畿,1254.0
3409,2018-02-01,さやえんどう,近畿,1435.0
3410,2018-03-01,さやえんどう,近畿,937.0
3411,2018-04-01,さやえんどう,近畿,893.0
3412,2018-05-01,さやえんどう,近畿,1061.0
3413,2018-06-01,さやえんどう,近畿,1193.0
3414,2018-07-01,さやえんどう,近畿,2068.0
3415,2018-08-01,さやえんどう,近畿,2950.0
3416,2018-09-01,さやえんどう,近畿,3313.0
3417,2018-10-01,さやえんどう,近畿,2668.0
3418,2018-11-01,さやえんどう,近畿,1171.0
3419,2018-12-01,さやえんどう,近畿,1135.0
3420,2019-01-01,さやえんどう,近畿,940.0
3421,2019-02-01,さやえんどう,近畿,1083.0
3422,2019-03-01,さやえんどう,近畿,1085.0
3423,2019-04-01,さやえんどう,近畿,1023.0
3424,2019-05-01,さやえんどう,近畿,898.0
3425,2019-06-01,さやえんどう,近畿,1331.0
3426,2019-07-01,さやえんどう,近畿,1574.0
3427,2019-08-01,さやえんどう,近畿,2849.0
3428,2019-09-01,さやえんどう,近畿,2966.0
3429,2019-10-01,さやえんどう,近畿,1980.0
3430,2019-11-01,さやえんどう,近畿,1287.0
3431,2016-01-01,さやえんどう,関東,1128.0
3432,2016-02-01,さやえんどう,関東,1962.0
3433,2016-03-01,さやえんどう,関東,1685.0
3434,2016-04-01,さやえんどう,関東,1349.0
3435,2016-05-01,さやえんどう,関東,1157.0
3436,2016-06-01,さやえんどう,関東,1254.0
3437,2016-07-01,さやえんどう,関東,1371.0
3438,2016-08-01,さやえんどう,関東,2107.0
3439,2016-09-01,さやえんどう,関東,4971.0
3440,2016-10-01,さやえんどう,関東,4205.0
3441,2016-11-01,さやえんどう,関東,1699.0
3442,2016-12-01,さやえんどう,関東,1159.0
3443,2017-01-01,さやえんどう,関東,893.0
3444,2017-02-01,さやえんどう,関東,1113.0
3445,2017-03-01,さやえんどう,関東,1070.0
3446,2017-04-01,さやえんどう,関東,1120.0
3447,2017-05-01,さやえんどう,関東,1003.0
3448,2017-06-01,さやえんどう,関東,1069.0
3449,2017-07-01,さやえんどう,関東,1098.0
3450,2017-08-01,さやえんどう,関東,2378.0
3451,2017-09-01,さやえんどう,関東,2415.0
3452,2017-10-01,さやえんどう,関東,2095.0
3453,2017-11-01,さやえんどう,関東,1813.0
3454,2017-12-01,さやえんどう,関東,2049.0
3455,2018-01-01,さやえんどう,関東,1327.0
3456,2018-02-01,さやえんどう,関東,1457.0
3457,2018-03-01,さやえんどう,関東,939.0
3458,2018-04-01,さやえんどう,関東,984.0
3459,2018-05-01,さやえんどう,関東,1165.0
3460,2018-06-01,さやえんどう,関東,987.0
3461,2018-07-01,さやえんどう,関東,1517.0
3462,2018-08-01,さやえんどう,関東,2509.0
3463,2018-09-01,さやえんどう,関東,3378.0
3464,2018-10-01,さやえんどう,関東,2596.0
3465,2018-11-01,さやえんどう,関東,1175.0
3466,2018-12-01,さやえんどう,関東,1157.0
3467,2019-01-01,さやえんどう,関東,978.0
3468,2019-02-01,さやえんどう,関東,1144.0
3469,2019-03-01,さやえんどう,関東,1191.0
3470,2019-04-01,さやえんどう,関東,1139.0
3471,2019-05-01,さやえんどう,関東,1085.0
3472,2019-06-01,さやえんどう,関東,1111.0
3473,2019-07-01,さやえんどう,関東,1420.0
3474,2019-08-01,さやえんどう,関東,2522.0
3475,2019-09-01,さやえんどう,関東,2962.0
3476,2019-10-01,さやえんどう,関東,2423.0
3477,2019-11-01,さやえんどう,関東,1364.0
3478,2016-01-01,ししとうがらし,中国,1987.0
3479,2016-02-01,ししとうがらし,中国,1611.0
3480,2016-03-01,ししとうがらし,中国,1695.0
3481,2016-04-01,ししとうがらし,中国,1425.0
3482,2016-05-01,ししとうがらし,中国,1464.0
3483,2016-06-01,ししとうがらし,中国,1267.0
3484,2016-07-01,ししとうがらし,中国,1060.0
3485,2016-08-01,ししとうがらし,中国,873.0
3486,2016-09-01,ししとうがらし,中国,924.0
3487,2016-10-01,ししとうがらし,中国,1763.0
3488,2016-11-01,ししとうがらし,中国,1585.0
3489,2016-12-01,ししとうがらし,中国,2306.0
3490,2017-01-01,ししとうがらし,中国,1848.0
3491,2017-02-01,ししとうがらし,中国,1357.0
3492,2017-03-01,ししとうがらし,中国,1318.0
3493,2017-04-01,ししとうがらし,中国,1587.0
3494,2017-05-01,ししとうがらし,中国,1567.0
3495,2017-06-01,ししとうがらし,中国,1119.0
3496,2017-07-01,ししとうがらし,中国,955.0
3497,2017-08-01,ししとうがらし,中国,1175.0
3498,2017-09-01,ししとうがらし,中国,1068.0
3499,2017-10-01,ししとうがらし,中国,1252.0
3500,2017-11-01,ししとうがらし,中国,2179.0
3501,2017-12-01,ししとうがらし,中国,2752.0
3502,2018-01-01,ししとうがらし,中国,1525.0
3503,2018-02-01,ししとうがらし,中国,1459.0
3504,2018-03-01,ししとうがらし,中国,1468.0
3505,2018-04-01,ししとうがらし,中国,1426.0
3506,2018-05-01,ししとうがらし,中国,1105.0
3507,2018-06-01,ししとうがらし,中国,1241.0
3508,2018-07-01,ししとうがらし,中国,1361.0
3509,2018-08-01,ししとうがらし,中国,1912.0
3510,2018-09-01,ししとうがらし,中国,1335.0
3511,2018-10-01,ししとうがらし,中国,1835.0
3512,2018-11-01,ししとうがらし,中国,1642.0
3513,2018-12-01,ししとうがらし,中国,2568.0
3514,2019-01-01,ししとうがらし,中国,1871.0
3515,2019-02-01,ししとうがらし,中国,1622.0
3516,2019-03-01,ししとうがらし,中国,1557.0
3517,2019-04-01,ししとうがらし,中国,1486.0
3518,2019-05-01,ししとうがらし,中国,1444.0
3519,2019-06-01,ししとうがらし,中国,1246.0
3520,2019-07-01,ししとうがらし,中国,1240.0
3521,2019-08-01,ししとうがらし,中国,1359.0
3522,2019-09-01,ししとうがらし,中国,1754.0
3523,2019-10-01,ししとうがらし,中国,1560.0
3524,2019-11-01,ししとうがらし,中国,1552.0
3525,2016-01-01,ししとうがらし,九州,1773.0
3526,2016-02-01,ししとうがらし,九州,1419.0
3527,2016-03-01,ししとうがらし,九州,1462.0
3528,2016-04-01,ししとうがらし,九州,1106.0
3529,2016-05-01,ししとうがらし,九州,1162.0
3530,2016-06-01,ししとうがらし,九州,1110.0
3531,2016-07-01,ししとうがらし,九州,996.0
3532,2016-08-01,ししとうがらし,九州,837.0
3533,2016-09-01,ししとうがらし,九州,924.0
3534,2016-10-01,ししとうがらし,九州,1613.0
3535,2016-11-01,ししとうがらし,九州,1363.0
3536,2016-12-01,ししとうがらし,九州,2061.0
3537,2017-01-01,ししとうがらし,九州,1522.0
3538,2017-02-01,ししとうがらし,九州,1143.0
3539,2017-03-01,ししとうがらし,九州,1066.0
3540,2017-04-01,ししとうがらし,九州,1215.0
3541,2017-05-01,ししとうがらし,九州,1172.0
3542,2017-06-01,ししとうがらし,九州,905.0
3543,2017-07-01,ししとうがらし,九州,818.0
3544,2017-08-01,ししとうがらし,九州,1098.0
3545,2017-09-01,ししとうがらし,九州,938.0
3546,2017-10-01,ししとうがらし,九州,1088.0
3547,2017-11-01,ししとうがらし,九州,1844.0
3548,2017-12-01,ししとうがらし,九州,2645.0
3549,2018-01-01,ししとうがらし,九州,1234.0
3550,2018-02-01,ししとうがらし,九州,1175.0
3551,2018-03-01,ししとうがらし,九州,1227.0
3552,2018-04-01,ししとうがらし,九州,1136.0
3553,2018-05-01,ししとうがらし,九州,978.0
3554,2018-06-01,ししとうがらし,九州,1003.0
3555,2018-07-01,ししとうがらし,九州,1140.0
3556,2018-08-01,ししとうがらし,九州,1501.0
3557,2018-09-01,ししとうがらし,九州,1172.0
3558,2018-10-01,ししとうがらし,九州,1924.0
3559,2018-11-01,ししとうがらし,九州,1230.0
3560,2018-12-01,ししとうがらし,九州,2250.0
3561,2019-01-01,ししとうがらし,九州,1637.0
3562,2019-02-01,ししとうがらし,九州,1296.0
3563,2019-03-01,ししとうがらし,九州,1227.0
3564,2019-04-01,ししとうがらし,九州,1211.0
3565,2019-05-01,ししとうがらし,九州,1068.0
3566,2019-06-01,ししとうがらし,九州,1021.0
3567,2019-07-01,ししとうがらし,九州,1011.0
3568,2019-08-01,ししとうがらし,九州,1159.0
3569,2019-09-01,ししとうがらし,九州,1462.0
3570,2019-10-01,ししとうがらし,九州,1282.0
3571,2019-11-01,ししとうがらし,九州,1388.0
3572,2016-01-01,ししとうがらし,北陸,1985.0
3573,2016-02-01,ししとうがらし,北陸,1608.0
3574,2016-03-01,ししとうがらし,北陸,1698.0
3575,2016-04-01,ししとうがらし,北陸,1595.0
3576,2016-05-01,ししとうがらし,北陸,1511.0
3577,2016-06-01,ししとうがらし,北陸,1449.0
3578,2016-07-01,ししとうがらし,北陸,1232.0
3579,2016-08-01,ししとうがらし,北陸,856.0
3580,2016-09-01,ししとうがらし,北陸,1072.0
3581,2016-10-01,ししとうがらし,北陸,1707.0
3582,2016-11-01,ししとうがらし,北陸,1582.0
3583,2016-12-01,ししとうがらし,北陸,2173.0
3584,2017-01-01,ししとうがらし,北陸,1590.0
3585,2017-02-01,ししとうがらし,北陸,1387.0
3586,2017-03-01,ししとうがらし,北陸,1362.0
3587,2017-04-01,ししとうがらし,北陸,1654.0
3588,2017-05-01,ししとうがらし,北陸,1638.0
3589,2017-06-01,ししとうがらし,北陸,1187.0
3590,2017-07-01,ししとうがらし,北陸,1142.0
3591,2017-08-01,ししとうがらし,北陸,1207.0
3592,2017-09-01,ししとうがらし,北陸,1180.0
3593,2017-10-01,ししとうがらし,北陸,1325.0
3594,2017-11-01,ししとうがらし,北陸,2271.0
3595,2017-12-01,ししとうがらし,北陸,2811.0
3596,2018-01-01,ししとうがらし,北陸,1522.0
3597,2018-02-01,ししとうがらし,北陸,1527.0
3598,2018-03-01,ししとうがらし,北陸,1573.0
3599,2018-04-01,ししとうがらし,北陸,1530.0
3600,2018-05-01,ししとうがらし,北陸,1250.0
3601,2018-06-01,ししとうがらし,北陸,1255.0
3602,2018-07-01,ししとうがらし,北陸,1408.0
3603,2018-08-01,ししとうがらし,北陸,1825.0
3604,2018-09-01,ししとうがらし,北陸,1449.0
3605,2018-10-01,ししとうがらし,北陸,2017.0
3606,2018-11-01,ししとうがらし,北陸,1583.0
3607,2018-12-01,ししとうがらし,北陸,2602.0
3608,2019-01-01,ししとうがらし,北陸,1849.0
3609,2019-02-01,ししとうがらし,北陸,1634.0
3610,2019-03-01,ししとうがらし,北陸,1539.0
3611,2019-04-01,ししとうがらし,北陸,1512.0
3612,2019-05-01,ししとうがらし,北陸,1448.0
3613,2019-06-01,ししとうがらし,北陸,1345.0
3614,2019-07-01,ししとうがらし,北陸,1259.0
3615,2019-08-01,ししとうがらし,北陸,1531.0
3616,2019-09-01,ししとうがらし,北陸,1878.0
3617,2019-10-01,ししとうがらし,北陸,1404.0
3618,2019-11-01,ししとうがらし,北陸,1551.0
3619,2016-01-01,ししとうがらし,四国,1751.0
3620,2016-02-01,ししとうがらし,四国,1364.0
3621,2016-03-01,ししとうがらし,四国,1527.0
3622,2016-04-01,ししとうがらし,四国,1247.0
3623,2016-05-01,ししとうがらし,四国,1157.0
3624,2016-06-01,ししとうがらし,四国,1038.0
3625,2016-07-01,ししとうがらし,四国,874.0
3626,2016-08-01,ししとうがらし,四国,736.0
3627,2016-09-01,ししとうがらし,四国,896.0
3628,2016-10-01,ししとうがらし,四国,1495.0
3629,2016-11-01,ししとうがらし,四国,1267.0
3630,2016-12-01,ししとうがらし,四国,1842.0
3631,2017-01-01,ししとうがらし,四国,1497.0
3632,2017-02-01,ししとうがらし,四国,1195.0
3633,2017-03-01,ししとうがらし,四国,1196.0
3634,2017-04-01,ししとうがらし,四国,1539.0
3635,2017-05-01,ししとうがらし,四国,1404.0
3636,2017-06-01,ししとうがらし,四国,869.0
3637,2017-07-01,ししとうがらし,四国,733.0
3638,2017-08-01,ししとうがらし,四国,1047.0
3639,2017-09-01,ししとうがらし,四国,940.0
3640,2017-10-01,ししとうがらし,四国,1136.0
3641,2017-11-01,ししとうがらし,四国,1702.0
3642,2017-12-01,ししとうがらし,四国,2409.0
3643,2018-01-01,ししとうがらし,四国,1330.0
3644,2018-02-01,ししとうがらし,四国,1381.0
3645,2018-03-01,ししとうがらし,四国,1402.0
3646,2018-04-01,ししとうがらし,四国,1406.0
3647,2018-05-01,ししとうがらし,四国,1185.0
3648,2018-06-01,ししとうがらし,四国,1008.0
3649,2018-07-01,ししとうがらし,四国,992.0
3650,2018-08-01,ししとうがらし,四国,1605.0
3651,2018-09-01,ししとうがらし,四国,1236.0
3652,2018-10-01,ししとうがらし,四国,1863.0
3653,2018-11-01,ししとうがらし,四国,1241.0
3654,2018-12-01,ししとうがらし,四国,2209.0
3655,2019-01-01,ししとうがらし,四国,1585.0
3656,2019-02-01,ししとうがらし,四国,1412.0
3657,2019-03-01,ししとうがらし,四国,1407.0
3658,2019-04-01,ししとうがらし,四国,1364.0
3659,2019-05-01,ししとうがらし,四国,1372.0
3660,2019-06-01,ししとうがらし,四国,1035.0
3661,2019-07-01,ししとうがらし,四国,1018.0
3662,2019-08-01,ししとうがらし,四国,1296.0
3663,2019-09-01,ししとうがらし,四国,1828.0
3664,2019-10-01,ししとうがらし,四国,1196.0
3665,2019-11-01,ししとうがらし,四国,1226.0
3666,2016-01-01,ししとうがらし,東北,2141.0
3667,2016-02-01,ししとうがらし,東北,1652.0
3668,2016-03-01,ししとうがらし,東北,1743.0
3669,2016-04-01,ししとうがらし,東北,1498.0
3670,2016-05-01,ししとうがらし,東北,1475.0
3671,2016-06-01,ししとうがらし,東北,1319.0
3672,2016-07-01,ししとうがらし,東北,1055.0
3673,2016-08-01,ししとうがらし,東北,637.0
3674,2016-09-01,ししとうがらし,東北,709.0
3675,2016-10-01,ししとうがらし,東北,1274.0
3676,2016-11-01,ししとうがらし,東北,1548.0
3677,2016-12-01,ししとうがらし,東北,2279.0
3678,2017-01-01,ししとうがらし,東北,1703.0
3679,2017-02-01,ししとうがらし,東北,1691.0
3680,2017-03-01,ししとうがらし,東北,1292.0
3681,2017-04-01,ししとうがらし,東北,1609.0
3682,2017-05-01,ししとうがらし,東北,1566.0
3683,2017-06-01,ししとうがらし,東北,1144.0
3684,2017-07-01,ししとうがらし,東北,932.0
3685,2017-08-01,ししとうがらし,東北,878.0
3686,2017-09-01,ししとうがらし,東北,884.0
3687,2017-10-01,ししとうがらし,東北,1103.0
3688,2017-11-01,ししとうがらし,東北,2274.0
3689,2017-12-01,ししとうがらし,東北,2784.0
3690,2018-01-01,ししとうがらし,東北,1541.0
3691,2018-02-01,ししとうがらし,東北,1826.0
3692,2018-03-01,ししとうがらし,東北,1563.0
3693,2018-04-01,ししとうがらし,東北,1328.0
3694,2018-05-01,ししとうがらし,東北,1172.0
3695,2018-06-01,ししとうがらし,東北,1235.0
3696,2018-07-01,ししとうがらし,東北,1271.0
3697,2018-08-01,ししとうがらし,東北,1154.0
3698,2018-09-01,ししとうがらし,東北,1014.0
3699,2018-10-01,ししとうがらし,東北,1301.0
3700,2018-11-01,ししとうがらし,東北,1456.0
3701,2018-12-01,ししとうがらし,東北,2061.0
3702,2019-01-01,ししとうがらし,東北,1798.0
3703,2019-02-01,ししとうがらし,東北,1630.0
3704,2019-03-01,ししとうがらし,東北,1482.0
3705,2019-04-01,ししとうがらし,東北,1341.0
3706,2019-05-01,ししとうがらし,東北,1398.0
3707,2019-06-01,ししとうがらし,東北,1329.0
3708,2019-07-01,ししとうがらし,東北,1207.0
3709,2019-08-01,ししとうがらし,東北,889.0
3710,2019-09-01,ししとうがらし,東北,1109.0
3711,2019-10-01,ししとうがらし,東北,1055.0
3712,2019-11-01,ししとうがらし,東北,1532.0
3713,2016-01-01,ししとうがらし,東海,1796.0
3714,2016-02-01,ししとうがらし,東海,1514.0
3715,2016-03-01,ししとうがらし,東海,1528.0
3716,2016-04-01,ししとうがらし,東海,1274.0
3717,2016-05-01,ししとうがらし,東海,1185.0
3718,2016-06-01,ししとうがらし,東海,1055.0
3719,2016-07-01,ししとうがらし,東海,946.0
3720,2016-08-01,ししとうがらし,東海,729.0
3721,2016-09-01,ししとうがらし,東海,894.0
3722,2016-10-01,ししとうがらし,東海,1295.0
3723,2016-11-01,ししとうがらし,東海,1279.0
3724,2016-12-01,ししとうがらし,東海,1740.0
3725,2017-01-01,ししとうがらし,東海,1355.0
3726,2017-02-01,ししとうがらし,東海,1242.0
3727,2017-03-01,ししとうがらし,東海,1166.0
3728,2017-04-01,ししとうがらし,東海,1297.0
3729,2017-05-01,ししとうがらし,東海,1187.0
3730,2017-06-01,ししとうがらし,東海,889.0
3731,2017-07-01,ししとうがらし,東海,848.0
3732,2017-08-01,ししとうがらし,東海,904.0
3733,2017-09-01,ししとうがらし,東海,1007.0
3734,2017-10-01,ししとうがらし,東海,918.0
3735,2017-11-01,ししとうがらし,東海,1743.0
3736,2017-12-01,ししとうがらし,東海,2240.0
3737,2018-01-01,ししとうがらし,東海,1326.0
3738,2018-02-01,ししとうがらし,東海,1362.0
3739,2018-03-01,ししとうがらし,東海,1312.0
3740,2018-04-01,ししとうがらし,東海,1239.0
3741,2018-05-01,ししとうがらし,東海,1044.0
3742,2018-06-01,ししとうがらし,東海,1009.0
3743,2018-07-01,ししとうがらし,東海,1115.0
3744,2018-08-01,ししとうがらし,東海,1468.0
3745,2018-09-01,ししとうがらし,東海,1209.0
3746,2018-10-01,ししとうがらし,東海,1760.0
3747,2018-11-01,ししとうがらし,東海,1374.0
3748,2018-12-01,ししとうがらし,東海,1912.0
3749,2019-01-01,ししとうがらし,東海,1621.0
3750,2019-02-01,ししとうがらし,東海,1536.0
3751,2019-03-01,ししとうがらし,東海,1439.0
3752,2019-04-01,ししとうがらし,東海,1333.0
3753,2019-05-01,ししとうがらし,東海,1182.0
3754,2019-06-01,ししとうがらし,東海,1076.0
3755,2019-07-01,ししとうがらし,東海,1058.0
3756,2019-08-01,ししとうがらし,東海,1177.0
3757,2019-09-01,ししとうがらし,東海,1513.0
3758,2019-10-01,ししとうがらし,東海,1188.0
3759,2019-11-01,ししとうがらし,東海,1274.0
3760,2016-01-01,ししとうがらし,近畿,1541.0
3761,2016-02-01,ししとうがらし,近畿,1356.0
3762,2016-03-01,ししとうがらし,近畿,1351.0
3763,2016-04-01,ししとうがらし,近畿,1184.0
3764,2016-05-01,ししとうがらし,近畿,1134.0
3765,2016-06-01,ししとうがらし,近畿,901.0
3766,2016-07-01,ししとうがらし,近畿,736.0
3767,2016-08-01,ししとうがらし,近畿,560.0
3768,2016-09-01,ししとうがらし,近畿,635.0
3769,2016-10-01,ししとうがらし,近畿,1030.0
3770,2016-11-01,ししとうがらし,近畿,1129.0
3771,2016-12-01,ししとうがらし,近畿,1518.0
3772,2017-01-01,ししとうがらし,近畿,1252.0
3773,2017-02-01,ししとうがらし,近畿,1133.0
3774,2017-03-01,ししとうがらし,近畿,1045.0
3775,2017-04-01,ししとうがらし,近畿,1199.0
3776,2017-05-01,ししとうがらし,近畿,1100.0
3777,2017-06-01,ししとうがらし,近畿,806.0
3778,2017-07-01,ししとうがらし,近畿,638.0
3779,2017-08-01,ししとうがらし,近畿,757.0
3780,2017-09-01,ししとうがらし,近畿,689.0
3781,2017-10-01,ししとうがらし,近畿,735.0
3782,2017-11-01,ししとうがらし,近畿,1716.0
3783,2017-12-01,ししとうがらし,近畿,1941.0
3784,2018-01-01,ししとうがらし,近畿,1199.0
3785,2018-02-01,ししとうがらし,近畿,1248.0
3786,2018-03-01,ししとうがらし,近畿,1140.0
3787,2018-04-01,ししとうがらし,近畿,1126.0
3788,2018-05-01,ししとうがらし,近畿,985.0
3789,2018-06-01,ししとうがらし,近畿,912.0
3790,2018-07-01,ししとうがらし,近畿,983.0
3791,2018-08-01,ししとうがらし,近畿,1146.0
3792,2018-09-01,ししとうがらし,近畿,968.0
3793,2018-10-01,ししとうがらし,近畿,1356.0
3794,2018-11-01,ししとうがらし,近畿,1156.0
3795,2018-12-01,ししとうがらし,近畿,1536.0
3796,2019-01-01,ししとうがらし,近畿,1421.0
3797,2019-02-01,ししとうがらし,近畿,1225.0
3798,2019-03-01,ししとうがらし,近畿,1184.0
3799,2019-04-01,ししとうがらし,近畿,1130.0
3800,2019-05-01,ししとうがらし,近畿,1085.0
3801,2019-06-01,ししとうがらし,近畿,954.0
3802,2019-07-01,ししとうがらし,近畿,738.0
3803,2019-08-01,ししとうがらし,近畿,919.0
3804,2019-09-01,ししとうがらし,近畿,1079.0
3805,2019-10-01,ししとうがらし,近畿,817.0
3806,2019-11-01,ししとうがらし,近畿,1097.0
3807,2016-01-01,ししとうがらし,関東,2100.0
3808,2016-02-01,ししとうがらし,関東,1654.0
3809,2016-03-01,ししとうがらし,関東,1835.0
3810,2016-04-01,ししとうがらし,関東,1566.0
3811,2016-05-01,ししとうがらし,関東,1456.0
3812,2016-06-01,ししとうがらし,関東,1166.0
3813,2016-07-01,ししとうがらし,関東,1070.0
3814,2016-08-01,ししとうがらし,関東,731.0
3815,2016-09-01,ししとうがらし,関東,1022.0
3816,2016-10-01,ししとうがらし,関東,1592.0
3817,2016-11-01,ししとうがらし,関東,1514.0
3818,2016-12-01,ししとうがらし,関東,2258.0
3819,2017-01-01,ししとうがらし,関東,1710.0
3820,2017-02-01,ししとうがらし,関東,1495.0
3821,2017-03-01,ししとうがらし,関東,1410.0
3822,2017-04-01,ししとうがらし,関東,1766.0
3823,2017-05-01,ししとうがらし,関東,1545.0
3824,2017-06-01,ししとうがらし,関東,1011.0
3825,2017-07-01,ししとうがらし,関東,931.0
3826,2017-08-01,ししとうがらし,関東,969.0
3827,2017-09-01,ししとうがらし,関東,978.0
3828,2017-10-01,ししとうがらし,関東,1103.0
3829,2017-11-01,ししとうがらし,関東,2247.0
3830,2017-12-01,ししとうがらし,関東,2897.0
3831,2018-01-01,ししとうがらし,関東,1607.0
3832,2018-02-01,ししとうがらし,関東,1630.0
3833,2018-03-01,ししとうがらし,関東,1602.0
3834,2018-04-01,ししとうがらし,関東,1503.0
3835,2018-05-01,ししとうがらし,関東,1273.0
3836,2018-06-01,ししとうがらし,関東,1175.0
3837,2018-07-01,ししとうがらし,関東,1202.0
3838,2018-08-01,ししとうがらし,関東,1442.0
3839,2018-09-01,ししとうがらし,関東,1182.0
3840,2018-10-01,ししとうがらし,関東,1673.0
3841,2018-11-01,ししとうがらし,関東,1521.0
3842,2018-12-01,ししとうがらし,関東,2711.0
3843,2019-01-01,ししとうがらし,関東,2040.0
3844,2019-02-01,ししとうがらし,関東,1743.0
3845,2019-03-01,ししとうがらし,関東,1653.0
3846,2019-04-01,ししとうがらし,関東,1600.0
3847,2019-05-01,ししとうがらし,関東,1449.0
3848,2019-06-01,ししとうがらし,関東,1156.0
3849,2019-07-01,ししとうがらし,関東,1137.0
3850,2019-08-01,ししとうがらし,関東,1132.0
3851,2019-09-01,ししとうがらし,関東,1550.0
3852,2019-10-01,ししとうがらし,関東,1198.0
3853,2019-11-01,ししとうがらし,関東,1487.0
3854,2016-01-01,しめじ,中国,530.0
3855,2016-02-01,しめじ,中国,516.0
3856,2016-03-01,しめじ,中国,436.0
3857,2016-04-01,しめじ,中国,382.0
3858,2016-05-01,しめじ,中国,374.0
3859,2016-06-01,しめじ,中国,349.0
3860,2016-07-01,しめじ,中国,335.0
3861,2016-08-01,しめじ,中国,316.0
3862,2016-09-01,しめじ,中国,428.0
3863,2016-10-01,しめじ,中国,517.0
3864,2016-11-01,しめじ,中国,598.0
3865,2016-12-01,しめじ,中国,614.0
3866,2017-01-01,しめじ,中国,529.0
3867,2017-02-01,しめじ,中国,473.0
3868,2017-03-01,しめじ,中国,415.0
3869,2017-04-01,しめじ,中国,380.0
3870,2017-05-01,しめじ,中国,384.0
3871,2017-06-01,しめじ,中国,354.0
3872,2017-07-01,しめじ,中国,349.0
3873,2017-08-01,しめじ,中国,326.0
3874,2017-09-01,しめじ,中国,451.0
3875,2017-10-01,しめじ,中国,488.0
3876,2017-11-01,しめじ,中国,566.0
3877,2017-12-01,しめじ,中国,656.0
3878,2018-01-01,しめじ,中国,645.0
3879,2018-02-01,しめじ,中国,591.0
3880,2018-03-01,しめじ,中国,428.0
3881,2018-04-01,しめじ,中国,321.0
3882,2018-05-01,しめじ,中国,356.0
3883,2018-06-01,しめじ,中国,346.0
3884,2018-07-01,しめじ,中国,340.0
3885,2018-08-01,しめじ,中国,376.0
3886,2018-09-01,しめじ,中国,506.0
3887,2018-10-01,しめじ,中国,544.0
3888,2018-11-01,しめじ,中国,607.0
3889,2018-12-01,しめじ,中国,603.0
3890,2019-01-01,しめじ,中国,565.0
3891,2019-02-01,しめじ,中国,466.0
3892,2019-03-01,しめじ,中国,393.0
3893,2019-04-01,しめじ,中国,424.0
3894,2019-05-01,しめじ,中国,454.0
3895,2019-06-01,しめじ,中国,383.0
3896,2019-07-01,しめじ,中国,401.0
3897,2019-08-01,しめじ,中国,424.0
3898,2019-09-01,しめじ,中国,489.0
3899,2019-10-01,しめじ,中国,484.0
3900,2019-11-01,しめじ,中国,550.0
3901,2016-01-01,しめじ,九州,493.0
3902,2016-02-01,しめじ,九州,513.0
3903,2016-03-01,しめじ,九州,463.0
3904,2016-04-01,しめじ,九州,385.0
3905,2016-05-01,しめじ,九州,398.0
3906,2016-06-01,しめじ,九州,372.0
3907,2016-07-01,しめじ,九州,368.0
3908,2016-08-01,しめじ,九州,318.0
3909,2016-09-01,しめじ,九州,441.0
3910,2016-10-01,しめじ,九州,480.0
3911,2016-11-01,しめじ,九州,584.0
3912,2016-12-01,しめじ,九州,522.0
3913,2017-01-01,しめじ,九州,442.0
3914,2017-02-01,しめじ,九州,428.0
3915,2017-03-01,しめじ,九州,418.0
3916,2017-04-01,しめじ,九州,385.0
3917,2017-05-01,しめじ,九州,399.0
3918,2017-06-01,しめじ,九州,332.0
3919,2017-07-01,しめじ,九州,297.0
3920,2017-08-01,しめじ,九州,273.0
3921,2017-09-01,しめじ,九州,452.0
3922,2017-10-01,しめじ,九州,432.0
3923,2017-11-01,しめじ,九州,543.0
3924,2017-12-01,しめじ,九州,671.0
3925,2018-01-01,しめじ,九州,599.0
3926,2018-02-01,しめじ,九州,533.0
3927,2018-03-01,しめじ,九州,429.0
3928,2018-04-01,しめじ,九州,327.0
3929,2018-05-01,しめじ,九州,379.0
3930,2018-06-01,しめじ,九州,324.0
3931,2018-07-01,しめじ,九州,331.0
3932,2018-08-01,しめじ,九州,363.0
3933,2018-09-01,しめじ,九州,489.0
3934,2018-10-01,しめじ,九州,537.0
3935,2018-11-01,しめじ,九州,616.0
3936,2018-12-01,しめじ,九州,569.0
3937,2019-01-01,しめじ,九州,535.0
3938,2019-02-01,しめじ,九州,460.0
3939,2019-03-01,しめじ,九州,365.0
3940,2019-04-01,しめじ,九州,436.0
3941,2019-05-01,しめじ,九州,443.0
3942,2019-06-01,しめじ,九州,363.0
3943,2019-07-01,しめじ,九州,370.0
3944,2019-08-01,しめじ,九州,400.0
3945,2019-09-01,しめじ,九州,478.0
3946,2019-10-01,しめじ,九州,446.0
3947,2019-11-01,しめじ,九州,469.0
3948,2016-01-01,しめじ,北海道,601.0
3949,2016-02-01,しめじ,北海道,586.0
